Timestamp,6/11/2024 3:58:05 PM
Interval,2E-05
Channel name,"Input 0"
Unit,"V"
0,0.17906627295052505
2E-05,0.15989427549001708
4E-05,0.16937563786490356
6E-05,0.13507213026156181
8E-05,0.16189035125300677
0.0001,0.14344275827316011
0.00012,0.2133215975928672
0.00014,0.15691625974677173
0.00016,0.17179024730073797
0.00018,0.15060608786833854
0.0002,0.16531909495048122
0.00022,0.17394729875175144
0.00024,0.15215143583140997
0.00026,0.15466262661937333
0.00028,0.16736346365383462
0.0003,0.19889829201428857
0.00032,0.16578591927394556
0.00034,0.1698263649278432
0.00036,0.21560743548032546
0.00038,0.13529749326326138
0.0004,0.10754567349720776
0.00042,0.10315110311308776
0.00044,0.18614913350997711
0.00046,0.21219477625293889
0.00048,0.20036315824474707
0.0005,0.12988878212902397
0.00052,0.15683577284332847
0.00054,0.17061513732301845
0.00056,0.18027357846546682
0.00058,0.14753148979879574
0.0006,0.16861906032763932
0.00062,0.176989707714926
0.00064,0.18255941053469024
0.00066,0.16886052123934261
0.00068,0.17259511720585496
0.0007,0.16514202365941
0.00072,0.14659784234378864
0.00074,0.16944002744443309
0.00076,0.16681615231833671
0.00078,0.13062926032778097
0.0008,0.1710175722357177
0.00082,0.18985153938172011
0.00084,0.16568933492989338
0.00086,0.20891089749597513
0.00088,0.16258253888114138
0.0009,0.16559275058650219
0.00092,0.2186498541657001
0.00094,0.24171752960563425
0.00096,0.20314801428472817
0.00098,0.19643538542849781
0.001,0.17245024061948647
0.00102,0.1532299600271754
0.00104,0.15124998283318733
0.00106,0.17103366963246763
0.00108,0.16828101505824852
0.0011,0.17689312329303869
0.00112,0.17323901316360549
0.00114,0.16786248283124991
0.00116,0.148014410919248
0.00118,0.13639211360425227
0.0012,0.16620445143914617
0.00122,0.17180634469838277
0.00124,0.10278086463471936
0.00126,0.16216400682290133
0.00128,0.16824882027111279
0.0013,0.14738661346572496
0.00132,0.16519031582948213
0.00134,0.16625274361285336
0.00136,0.11929672821956604
0.00138,0.1217596215850187
0.0014,0.097549234819332628
0.00142,0.092237120010152857
0.00144,0.13045218945096879
0.00146,0.15129827495668829
0.00148,0.087810358894568938
0.0015,0.14040035640434026
0.00152,0.15456604235030197
0.00154,0.14249301370850709
0.00156,0.14540663705517703
0.00158,0.15471091875414947
0.0016,0.11068465304818957
0.00162,0.14852952679840634
0.00164,0.10901053054741097
0.00166,0.12407763921609223
0.00168,0.14297593466608904
0.0017,0.14260569526389016
0.00172,0.092092244174300134
0.00174,0.1709370852522471
0.00176,0.1196508697260325
0.00178,0.1520870463296991
0.0018,0.1548718925378946
0.00182,0.1531011810145437
0.00184,0.1281180735350029
0.00186,0.10904272520929874
0.00188,0.15166851457547303
0.0019,0.10629008184190991
0.00192,0.11849186118830567
0.00194,0.14856172154144875
0.00196,0.077974904460984387
0.00198,0.11701090595534275
0.002,0.12584834735623171
0.00202,0.095102442342683405
0.00204,0.13687503436776113
0.00206,0.10925199051308557
0.00208,0.11649579112336901
0.0021,0.10497010097205699
0.00212,0.061700538720009086
0.00214,0.070940384622974348
0.00216,0.090063982597195238
0.00218,0.13375214703210461
0.0022,0.058352302958702321
0.00222,0.083303112339514526
0.00224,0.11319583711663003
0.00226,0.095794627021530951
0.00228,0.11301876643260801
0.0023,0.13764770762107645
0.00232,0.073515952220829642
0.00234,0.13333361578780059
0.00236,0.11694651660045367
0.00238,0.09988334638600771
0.0024,0.072308654865586547
0.00242,0.089919106779152547
0.00244,0.092221022694999238
0.00246,0.065853639641414871
0.00248,0.023372929995176296
0.0025,0.09328344552673902
0.00252,0.068799444323551603
0.00254,0.092945401891491322
0.00256,0.085025524282854495
0.00258,0.047164692325283454
0.0026,0.070554049513536818
0.00262,0.069700892841346909
0.00264,0.059366431999613507
0.00266,0.055664056385785747
0.00268,0.063390754104461211
0.0027,0.056694282574594274
0.00272,0.048677836426581293
0.00274,0.051977778735332929
0.00276,0.056790866282512037
0.00278,0.053088491144514735
0.0028,0.046263244828035691
0.00282,0.046118369341047787
0.00284,0.035542461472403482
0.00286,0.028346983727507956
0.00288,0.041611132468044508
0.0029,0.035365391522015122
0.00292,0.03407761010787843
0.00294,0.012008267549979589
0.00296,0.034962959821938394
0.00298,0.016579887477791766
0.003,0.029683056599768755
0.00302,0.027526023327413086
0.00304,0.0063742300959031065
0.00306,0.033047385031109343
0.00308,0.02285781769660623
0.0031,-0.019300867737059323
0.00312,0.015131134588919824
0.00314,0.014004326847489763
0.00316,0.0018830983018015036
0.00318,0.013601895524147043
0.0032,-0.0086927895810692702
0.00322,0.0022533349426309165
0.00324,-0.0043626320481910683
0.00326,0.0019152927920933309
0.00328,-0.010028860350123925
0.0033,-0.0091435122576024441
0.00332,-0.0043143403244728408
0.00334,-0.0089342481587291484
0.00336,-0.025884635012150811
0.00338,-0.019671104078852891
0.0034,-0.020653035222760355
0.00342,-0.029071886115751337
0.00344,-0.014391211437062889
0.00346,-0.028814330483766158
0.00348,-0.029474316786270618
0.0035,-0.036653679048402263
0.00352,-0.037168790177592691
0.00354,-0.016338976826982796
0.00356,-0.034126414946817965
0.00358,-0.032146456301507538
0.0036,-0.0092561929255482317
0.00362,-0.030391858694789047
0.00364,-0.048469038482154198
0.00366,-0.038842901288909833
0.00368,-0.028218733076252011
0.0037,-0.065355015037861744
0.00372,-0.03761951240866266
0.00374,-0.055664493731321707
0.00376,-0.054795244183643177
0.00378,-0.06714180523308387
0.0038,-0.046199330804276947
0.00382,-0.063986752218329154
0.00384,-0.058819547465201523
0.00386,-0.051640190087023016
0.00388,-0.091094444506246944
0.0039,-0.068928595344373664
0.00392,-0.060236102112221045
0.00394,-0.080615166511607508
0.00396,-0.068848109305114494
0.00398,-0.081098082603769966
0.004,-0.08011615321056359
0.00402,-0.040887248390964123
0.00404,-0.11155398058951389
0.00406,-0.045925678095026609
0.00408,-0.12724874153091814
0.0041,-0.063777488488562073
0.00412,-0.076993295642645357
0.00414,-0.093444635549416011
0.00416,-0.086699908875893753
0.00418,-0.099706445365164945
0.0042,-0.12227471003118655
0.00422,-0.10624190669987892
0.00424,-0.079906889566427455
0.00426,-0.12942186197284028
0.00428,-0.084043870647478203
0.0043,-0.07572161646207598
0.00432,-0.1168982483598512
0.00434,-0.10699847483105321
0.00436,-0.11099057883763933
